step,q_target_0,q_target_1,q_target_2,q_target_3,q_target_4,q_target_5,q_target_6,gripper_norm,ee_x,ee_y,ee_z,block_x,block_y,block_z
22,0.8378984538824594,1.053956742932969,-0.5928719383467262,0.0844963106243955,1.117126612885319,1.1765690636069879,-1.770871398165196,0.0,0.7103524942171591,0.031410987666223626,0.4182423304001402,0.6,0.05,0.2849046618956112
23,0.83871627857083,1.049332992226625,-0.5953484800625821,0.08388743415049847,1.1157907258419262,1.174934675481246,-1.768204958788487,8.745240971446037e-05,0.712535956719242,0.027891812278947818,0.4175096222792222,0.6,0.05,0.2849046618956112
24,0.8393361355679236,1.0461491836366046,-0.5936356221486416,0.07936444720068309,1.1176641836079322,1.1727715819341915,-1.7705377657593757,0.0,0.7124521906588628,0.029529936784986367,0.4177006218385824,0.6,0.05,0.2849046618956112
25,0.8421466141306935,1.0452466133334513,-0.5904247560303661,0.07822201056932557,1.115166968858449,1.1684168316082453,-1.7728063057187589,0.0,0.7123807437285196,0.031664589426228976,0.41861830630953933,0.6,0.05,0.2849046618956112
26,0.8392896577975404,1.0449308069199448,-0.5905561096442957,0.0771956378845831,1.1168234173377718,1.1715337942825133,-1.7741459146815517,0.0,0.7128718532518865,0.029069106331606746,0.41804542347573165,0.6,0.05,0.2849046618956112
27,0.8371038220616862,1.04564338081571,-0.591418393510414,0.0791912697724244,1.1198281019366711,1.1689869537157218,-1.7762772590073876,0.0,0.7138249472430387,0.028318160039384498,0.4188659856012706,0.6,0.05,0.2849046618956112
28,0.8401395107316405,1.0455463440239539,-0.5893552592926616,0.08044526139131983,1.1194675346393548,1.1661897564218748,-1.7749809046305416,0.0,0.7125834935428109,0.032140426577855145,0.42004387719064507,0.6,0.05,0.2849046618956112
29,0.8382478194594405,1.0453947895628797,-0.5939662123811154,0.08930107968345083,1.12016898789382,1.1607937334792924,-1.7759455514039086,0.0,0.7141549448161733,0.03120414408485784,0.42153125577825046,0.6,0.05,0.2849046618956112
30,0.8359768511738741,1.0495955623690238,-0.5619575089226561,0.23407852303095045,1.0588560819151354,1.354837049254278,-1.6382610180619606,1.2574077308177948e-05,0.6752889271697685,0.02810475353017133,0.4271799532990628,0.6,0.05,0.2849046618956112
31,0.806510588997104,1.0495857771463257,-0.57552842464396,0.39564232002715566,1.0217715488636478,1.3295180292888757,-1.4735669097330533,0.0,0.6636631228933321,0.012957552671004971,0.43726952175714084,0.6,0.05,0.2849046618956112
32,0.7946606902882969,1.0496013869063443,-0.6015511199017392,0.5395404050222918,0.967805700033098,1.309900658846717,-1.3251519241389096,0.0,0.6616723109234819,0.009465554762008936,0.45272730478023937,0.6,0.05,0.2849046618956112
33,0.7820398128022581,1.0452430021203127,-0.6392351819610105,0.6855494065256242,0.9054492971169072,1.287835133803766,-1.1904646288427108,0.0,0.6579044078885283,0.006591658309519251,0.4677344584628127,0.6,0.05,0.2849046618956112
34,0.7823972774758605,1.0467811459358567,-0.6848940545486615,0.8403144168936147,0.8452485798119997,1.2709992508779435,-1.059910632707465,0.0,0.647020025537392,0.012592122222249695,0.4797052557906484,0.6,0.05,0.2849046618956112
35,0.7775023859553802,1.0467855725842201,-0.7505804499877882,1.013574119738929,0.7821914954586053,1.2678868583207696,-0.9358495295366435,0.0,0.6349552423204982,0.013317049859118198,0.483503898817661,0.6,0.05,0.2849046618956112
36,0.7760211716255765,1.0467643712683743,-0.8266370774806356,1.1959454825543805,0.7221838611052754,1.2595292566851153,-0.8325884820663774,0.0,0.6196315576198287,0.019912036954633328,0.4830556622256625,0.6,0.05,0.2849046618956112
37,0.7798207523632188,1.0498050127310619,-0.9173118008947249,1.3426500884111428,0.6760544015666314,1.2324037551221496,-0.7519138138028298,0.0,0.5999689055813131,0.03794435649361215,0.4753997034267243,0.6,0.05,0.2849046618956112
38,0.7756379370990882,1.0501628723040208,-1.0135270502917102,1.4550023267132803,0.6241821713759216,1.1826993044239535,-0.6699990381641867,0.0,0.5811383043228033,0.054134549325126735,0.4638573800365508,0.6,0.05,0.2849046618956112
39,0.7684117022091377,1.044573879272957,-1.0807929135407095,1.5150724608559853,0.6040373549429475,1.1422863302263393,-0.6005664987752228,0.0,0.5739913076089829,0.06358276831361288,0.4502746483148461,0.6,0.05,0.2849046618956112
40,0.7782780585272446,1.0511320753141182,-1.1503067224875245,1.56732539594682,0.6134023926392981,1.0558557044799548,-0.513112783599182,0.002059645781636238,0.5622410805618098,0.09669512948483691,0.43021455430953137,0.6,0.05,0.2849046618956112
41,0.7732646256834894,1.0535956216191107,-1.1700767141902433,1.581957691812209,0.6472003991552401,1.0389001416127335,-0.48397405642238667,0.0014836219367980958,0.5581420523069426,0.10586100438338411,0.41849068015538393,0.6,0.05,0.2849046618956112
42,0.7694817033150341,1.0568764670008872,-1.1842338845101512,1.5824861863489776,0.6669885073772053,1.0155655521792417,-0.46564149038987734,0.00028127793788909915,0.5576947771904323,0.11118171006072988,0.411748110028487,0.6,0.05,0.2849046618956112
43,0.7601742766989836,1.056315913529182,-1.1906205721455696,1.5805542365498306,0.7109159079507728,0.9965424397754625,-0.4683010325581969,0.0027912663840651514,0.5621862131979933,0.1070604171975273,0.3992405608347691,0.6,0.05,0.2849046618956112
44,0.7428933814944814,1.0556710207570787,-1.197097798738393,1.5797166834847134,0.7600213662134312,0.9752679734382508,-0.4692848204215132,0.002499172355979681,0.5717894842199214,0.09782282020382449,0.38546029363928536,0.6,0.05,0.2849046618956112
45,0.7278941306574553,1.0563869728844897,-1.2116793226908986,1.574250489095356,0.8185349553028725,0.9562644268482803,-0.46475982398411175,0.0035675219812989238,0.5731304801835785,0.10060600389587399,0.36851922799076525,0.6,0.05,0.2849046618956112
46,0.703696975079144,1.052436072729386,-1.2241238048043774,1.5687359764778632,0.8748304059009566,0.9453914042008558,-0.4835099651912136,0.005057311771184206,0.5824796792888514,0.08928646991360567,0.3519091160493299,0.6,0.05,0.2849046618956112
47,0.6821325781138785,1.0533544857740504,-1.24200639441754,1.5576271259673644,0.927461525414006,0.9347277500428004,-0.49413391171385923,0.003528697282880545,0.5903582484062564,0.08073478461137626,0.335574056768565,0.6,0.05,0.2849046618956112
48,0.668820056183421,1.0505994796215503,-1.2536537603493307,1.5455521335588076,0.9846919039881497,0.9447153125032621,-0.5161140851165407,0.00494912107282877,0.5940117452227416,0.07320030594024857,0.31920775556966674,0.6006207164164648,0.04985718526367469,0.2848492519302919
49,0.6585428547821623,1.0488665632780156,-1.2562878330627707,1.5291364052130099,1.0417479804974115,0.950001224187111,-0.5347484173827761,0.004400211944460869,0.5964254144307849,0.07033025976889523,0.3120959527442796,0.6021935203983277,0.04983651238991112,0.28340192792430613
50,0.6753206856442568,1.0443224922422132,-1.2885365453694206,1.5681650643260725,0.8853495033575189,0.8867772245955865,-0.5011052249935528,0.0,0.59396282910877,0.08447593318044182,0.3286610531818857,0.6050547378065839,0.06236149801290979,0.28473559850596464
51,0.6684393986422212,1.047009933761798,-1.2915637031064575,1.5552974971108466,0.8953319305449396,0.8755031741731634,-0.5026253911093033,0.0,0.6023167444011794,0.07887790896926362,0.33261936461704533,0.6050490335865957,0.06245841654698503,0.2850012659763437
52,0.6678428265479137,1.0478577534141402,-1.3036386471135653,1.555875089202011,0.8948750147261499,0.8797368163961186,-0.5022202202164656,0.0007343022776842117,0.6045250967965974,0.07551984828341415,0.3279286492915222,0.6050059529710979,0.06245077024593464,0.28504476083898234
53,0.6682706061058188,1.0513888209191968,-1.3162829598218786,1.5489178210121592,0.9028959969797572,0.8933480532636455,-0.5175599324752254,0.0,0.6084388914876366,0.07001814136443338,0.3216479202967116,0.604962817754174,0.06244465708933881,0.2850228694643576
54,0.6680929781912841,1.0526147695343728,-1.3213828402510697,1.531387099452597,0.9215989301320968,0.8992766376638384,-0.5313278297554105,0.001256692617416382,0.6131943058086919,0.06640683576178727,0.3176855636012089,0.6052379267891488,0.062418852611476415,0.28494895840504886
55,0.6718918226474155,1.0534702775759779,-1.3222173769390517,1.5268923909127963,0.9350591658996974,0.9088895933387513,-0.537089083963225,0.0006921105870008469,0.6120968471668765,0.06697022393309109,0.3140767063178876,0.6056175000859846,0.06317863808094838,0.284852413821766
56,0.6730143758461613,1.0566609591200364,-1.322216146559593,1.5132613066271763,0.9575275381983244,0.9218825790531553,-0.5482158316307959,0.0028716570489406585,0.614038779780207,0.0640991278063614,0.30957575211143906,0.6071308269310054,0.0632911564128247,0.284900321539302
57,0.6760646981111473,1.054255425206754,-1.3230480952080241,1.50297943261112,0.9634697592943748,0.9342124693404519,-0.5581079255299051,0.00010035424733161926,0.6159466363809986,0.06172094574189151,0.30827416651076023,0.6096338934519351,0.061207175749044,0.2849507718945639
58,0.6766750754837867,1.054028734214248,-1.323862479129011,1.494339487693077,0.9726372760898945,0.940596780104612,-0.5697216481898175,0.0010887005608677864,0.6175976525888576,0.05983755759273887,0.30654025654642164,0.6113306375144824,0.05969356876845071,0.2849881997161255
59,0.6752017761802265,1.0538297680193867,-1.3134815130751856,1.4875615758754044,0.9985305874862904,0.9433928348691856,-0.5790635694197133,0.0010674557335674764,0.6155298570756448,0.06153727704181565,0.30453831632980827,0.6113718501782934,0.05963451908282689,0.2849264298134297
60,0.7865920573145453,1.0418820111050089,-1.390004496809736,1.5593330711510403,0.6917591462486893,0.9862602475785969,-0.36702638110412256,0.0,0.5937578502034967,0.08085702048402924,0.2954514035780585,0.5989944405505055,0.08028277459490954,0.2925834755250469
61,0.7809546258901967,1.0462645094755463,-1.3962493513923877,1.5440157475028964,0.7205819543790963,0.9940947136231473,-0.371444978745437,0.0,0.5967940264850525,0.08971648991951903,0.32818080331626326,0.5958119780261182,0.09345950643669852,0.3020953758660178
62,0.7815107025013981,1.0478911862583586,-1.4005956880434778,1.5468627376638937,0.7560101675874712,1.0056603946426312,-0.36874993466726735,0.0,0.6046952387812853,0.0745932282805541,0.3252902624192418,0.6114849674866004,0.0757172488083999,0.2820553882157741
63,0.7729459078244048,1.0469509894441165,-1.4041129610738328,1.5280325452315344,0.7855468423666321,1.0081378265560574,-0.38464334839953285,0.00022743585804104805,0.6092866298529207,0.07145167982481876,0.31945763847828307,0.6116745775944578,0.07548640806430475,0.28396308053601343
64,0.7687721120087843,1.0461713168784217,-1.3921423447594425,1.512494894916387,0.8259678128032403,1.0034438878520409,-0.4111542926466396,0.0,0.6100117538959478,0.07275362072420682,0.3149036610841153,0.6116673693568074,0.07549228872442414,0.2846775674948848
65,0.7612111451368839,1.053604008952852,-1.3867089466432039,1.501918658238604,0.8546161259144502,1.0037092402758112,-0.424189054101727,0.0018231220241189004,0.6123844930856754,0.06960395314356971,0.3104265717076606,0.6122051519293435,0.07486520603673234,0.2849674779866445
66,0.7525776001737987,1.0523785263006615,-1.378350300150606,1.4930128517334944,0.8910542620094575,1.0023156401944593,-0.4450119935634511,0.00035118027287721636,0.6131260323897054,0.0677653997935008,0.30498853493702704,0.6134338809866896,0.07344094023772044,0.28500147786781704
67,0.7422004485574183,1.0504105316308798,-1.3639048391954751,1.4865723881865078,0.9123013621280196,1.0037265210310728,-0.4669267236865293,0.001707929173707962,0.6138652005780805,0.0654695236928748,0.3049219160376791,0.6150224359816495,0.0714544003150809,0.2849734559543841
68,0.7311071711363779,1.052973561033303,-1.353440589180363,1.4834003076426656,0.9437423673636451,1.0051596811885197,-0.4858049711827892,0.0,0.6136436806130394,0.06247350736203793,0.3005227063780675,0.6164549518417276,0.06978794317360222,0.28498341184307596
69,0.7274251193349328,1.0480606802943795,-1.336938103477895,1.4646258927040754,0.9812066345077757,1.007854907744707,-0.516843478270419,0.0,0.6124979639412902,0.06497742755013622,0.2990718627072043,0.616725919592197,0.06947787278659012,0.28489993006041614
70,0.6257908443272562,1.0500074736483154,-1.2176331713181425,1.5167538015963022,1.045217813632556,0.8503702436631824,-0.6141037405748457,0.0002078000358939171,0.5981754096327171,0.0792694378014126,0.3258184791335412,0.6015837578766099,0.09113771398652774,0.28986472682666065
71,0.6172173063073194,1.0503315509048166,-1.229496405204608,1.5027239249300826,1.0732069948024714,0.8545747513896633,-0.6214500695106968,0.0023321039875745775,0.6066400530262963,0.07120944755857107,0.323034311806124,0.6062399600797075,0.08802354387606982,0.28332399490108245
72,0.6222979248389557,1.0502562978826384,-1.230862890087502,1.4932997551295872,1.0856106127391207,0.8739580461469134,-0.6307302901322085,0.0,0.602158811005579,0.0771056279849229,0.3198994926045093,0.6062392221825542,0.08801901934897807,0.2845253612339174
73,0.6220366369377308,1.049680833595393,-1.2331512261730637,1.4803995675437542,1.0984243229140307,0.8866768248356776,-0.6516285107521689,0.0005730442056655884,0.6071906100115122,0.07069581516591858,0.3175155107353368,0.6067903470294589,0.08736091384813151,0.28444863336473647
74,0.6292151975998426,1.0521283041773817,-1.2360316717663768,1.4653988730219154,1.106907623707258,0.9052850562970172,-0.6672956532758714,0.0,0.6086511094236131,0.07039569046985697,0.3163600606352124,0.6075991034442485,0.08728187749241224,0.2839223720927746
75,0.6340653600185282,1.0534497752046106,-1.237911352164158,1.4553440056122362,1.1101803861683075,0.9201396506464308,-0.6752209199825916,0.0,0.6099788679981596,0.06928812503607769,0.3158117568659811,0.6085185104379247,0.08673143556831289,0.2836800673847423
76,0.6349892092444862,1.0540024073055603,-1.2430668966571332,1.4463487992518442,1.1141369787230184,0.9319763967360526,-0.6759727691637849,0.0007583777621984482,0.6125211470594492,0.06648205502869675,0.31434125934335394,0.6101314745268215,0.08534939208698711,0.2833579594055857
77,0.6400130420645846,1.0538509693352325,-1.2400291322006254,1.4300572064460713,1.1204404102974366,0.9497435838359367,-0.6869183715443494,0.0013988214059472085,0.6145241395220528,0.06424681365789167,0.31420940577740764,0.6117281224690703,0.08412616369475366,0.2833623455081722
78,0.6405670939016306,1.0521581258084616,-1.2419918844253037,1.428836447525559,1.1191476163844758,0.9656253120022271,-0.6943598712626302,0.0,0.6154543873535194,0.06101561069519704,0.3137877797023656,0.612718820519773,0.08221546797495582,0.2829689488637937
79,0.6453656245793555,1.0545993058901442,-1.2348944617315691,1.4219627899101994,1.115376517244938,0.9775438917510635,-0.6997250439219964,0.0,0.6157296906426539,0.059318364633685144,0.31466988291988024,0.6133694188118798,0.08110118182721635,0.2834226751713578
80,0.7248401269849145,1.0460283827325816,-1.3579419536432418,1.476737179449895,0.8084820997903426,1.0263910170456567,-0.5567600292236983,0.0016763152020871641,0.6149300275864715,0.06325523230553448,0.3151195102101685,0.6161487585293471,0.08245984647483526,0.2819553078393282
81,0.7319919974422515,1.0361839827353092,-1.3596804373914244,1.4599906827727847,0.8776467670880572,1.033069243465425,-0.5548383279528659,0.0037086376925110818,0.6242910743246742,0.054992286736905864,0.3204349409827044,0.6239380007504144,0.07690294739766883,0.28459032812961327
82,0.7296181338155194,1.0441498529560396,-1.3536010476325209,1.3523328831977164,1.110628940633431,1.0558345676883951,-0.587823665675228,0.9582667369036675,0.6226946245673111,0.05959139147064509,0.31938539424991225,0.6275742840441293,0.07219240876940224,0.28421733814090094
83,0.7299778073336549,1.0280021386707423,-1.3648106530383026,1.4323935152419625,0.9737438047704208,1.0289094371967697,-0.5676122786907114,0.010568482181131841,0.6232693769357076,0.06002250352535738,0.3195936918052902,0.626755999310606,0.0732812898641247,0.28420776718109975
84,0.7345934640910792,1.033119926632594,-1.3697538934343452,1.41689494257215,1.0204728376850158,1.0270405449376416,-0.5674008712335616,0.0003794272522330284,0.6244120153136675,0.059531196181189815,0.32010572489793526,0.6264828371042716,0.07377157794017679,0.2842284811944288
85,0.7215121345550835,1.0457972650917122,-1.3719003540402621,1.4381542949576924,1.0216704408023953,1.0210214150925239,-0.5636320013158895,1.0,0.6207958395329823,0.06649437419182952,0.31867356155933724,0.6290925733333916,0.07042076694241561,0.2844725236684686
86,0.7235352520770011,1.048010356291932,-1.381720309487825,1.4418685639140194,1.0168545583632487,1.0129114566769006,-0.5600410686813215,1.0,0.6175432978351476,0.07220585667578522,0.31711345692168524,0.6301785420946482,0.06892691399647156,0.2842996305343294
87,0.7260616180117041,1.045926919292462,-1.3857984658438092,1.4479161356935195,1.003798240295817,1.0028369191754938,-0.5525683443917269,1.0,0.6157584828373622,0.07547081868562,0.3161868468947933,0.6305565421744258,0.0681840000284683,0.2841991601954019
88,0.723520986622725,1.0473320306756102,-1.389862791037603,1.4640066623241494,0.9844114770498158,0.996270232176051,-0.542002569673173,1.0,0.6147339258745821,0.0773324673724873,0.31516524050771044,0.630600318221175,0.06771027708050323,0.28425153420340893
89,0.7256499446118525,1.0464527585217382,-1.3861791622190638,1.4671151721116202,0.9669182388186188,0.9951621215969149,-0.5441408112073984,1.0,0.6142894391301414,0.07829251869154248,0.3147176794037549,0.6305707756684658,0.0673918738708112,0.2842158141305054
90,0.7047507779917979,1.0489110627431426,-1.2404163198881963,1.5620981207223892,0.8689442701925727,1.0404706909153187,-0.5412963810808533,1.0,0.6138275359816235,0.07918367156464473,0.3144768308546736,0.6305641889157111,0.06706467538428845,0.28424272733232087
91,0.6995507898201867,1.0489567271157338,-1.2201393269947616,1.5459456933202311,0.8623138453717123,1.0500605103724432,-0.5691535106987524,1.0,0.6132705431908985,0.08007474912986356,0.31420957510224473,0.6305565396607292,0.06667170596283815,0.28429672244514786
92,0.6957182604849261,1.0509554753425667,-1.201591399082619,1.53209205572115,0.8706016191253674,1.0574502468972837,-0.602526482225954,0.999727939247489,0.6126107748403996,0.08095963108654287,0.3138606694668653,0.6305294120258853,0.06624203322060482,0.28436522664269964
93,0.6919846689777094,1.0494138368046306,-1.1765608563641619,1.5251178650182187,0.8807943021984335,1.0687284389883231,-0.6334898150888109,1.0,0.6238982216126066,0.038557122764165695,0.3194779900165721,0.6430915820115448,0.02945481173742465,0.28725799226385584
94,0.6918526905168583,1.0517459815476773,-1.1600458971595962,1.5105844322555582,0.8857270506345876,1.07641237680109,-0.6594621354807519,1.0,0.6081329183317563,0.043921465582832296,0.3406762488029345,0.6425431400674713,0.018426476184843096,0.2870473032093102
95,0.6941869790123727,1.0527820502462117,-1.1474926325312222,1.4873374639094226,0.8882443326328688,1.088330813733767,-0.6995508493101115,1.0,0.5955053141167204,0.06055805138498608,0.37076807083730406,0.6425860606154589,0.018372705069067474,0.2870765556559133
96,0.6962149743993011,1.0481849759207944,-1.1362921913310635,1.4780682687023932,0.8928111753689816,1.0913041033518922,-0.7202392664748734,1.0,0.5967232714971018,0.05851816215793618,0.3730320526079843,0.642629839406521,0.018327941352503926,0.2870223509395492
97,0.694708450392556,1.0528239869149179,-1.1292558209146044,1.4634437660996067,0.9046244817368172,1.0998565062286785,-0.74873404033505,1.0,0.5987296763817841,0.05616749806462552,0.37286826340091267,0.6426735902998133,0.018283209610947936,0.2869489201654472
98,0.6946398841768417,1.051065442607174,-1.1191928867373988,1.4518039717412354,0.9183970462228923,1.1026956914733266,-0.7728904166514652,1.0,0.5983142892162445,0.05760539482458047,0.3737028986041372,0.6427173007226925,0.01823851924993168,0.2868710250936229
99,0.6951302476631842,1.048870989926379,-1.1047629115926956,1.4446877209942937,0.9257437174623961,1.112228384466776,-0.8006237173187425,1.0,0.5968391067952085,0.057769333713114865,0.3761340141500085,0.642760967218824,0.018193873800453814,0.28679190767705964
100,0.5779757106142429,1.0494993410124926,-1.0986804246717066,1.395832203068835,1.245957578352479,0.9676858635469847,-0.9155506709790623,1.0,0.6170024655069454,0.0528271205732313,0.3684087455619039,0.6428045881979582,0.018149274888413402,0.28671228435692775
101,0.5820253509600668,1.0515971063737706,-1.0795341080738856,1.370320623942751,1.2438906517262647,0.9824699067137597,-0.9539033200300587,1.0,0.6135255455375009,0.04771090910288041,0.3495778902698278,0.6428481624781992,0.018104723722201763,0.28663231353560625
102,0.5768734051570501,1.0484758533145702,-1.068783858474956,1.3625422798715698,1.2551795082649322,0.9930548691681029,-0.9662863220256993,1.0,0.6010336239046703,0.061711791877507305,0.34726427299008517,0.6428916889646893,0.018060221421222756,0.28655203009817454
103,0.5758367207895276,1.0476655436825704,-1.067843084884752,1.361416153425516,1.2695763442793255,0.9940137368608881,-0.9830172386433444,1.0,0.6026387828532429,0.05716316136890455,0.34456205993188926,0.6429351665784538,0.018015769088640513,0.28647144158508553
104,0.5816240775365584,1.046441458919337,-1.062166623185115,1.3468722554245036,1.2701364263387316,1.008025573054936,-1.005683604080689,1.0,0.6017578378677059,0.05949768042221541,0.346569681456366,0.6429785942406511,0.01797136782748336,0.28639054948831044
105,0.58679203746244,1.047386781326421,-1.0538722109856338,1.3322576613984547,1.26056872229314,1.0172770610309452,-1.0286227567831772,1.0,0.6043261447813371,0.058379819307214115,0.35154146677004333,0.6430219708691054,0.017927018744187628,0.2863093539676382
106,0.5923593380728633,1.048274324323288,-1.0496079703432497,1.3193642650843178,1.2664131798694047,1.0236683697869056,-1.0509748447715777,1.0,0.6039494121034296,0.0602631875135516,0.3525626074563223,0.6430652953775671,0.01788272294935534,0.28622785489523633
107,0.5927927317772903,1.0437999147538362,-1.0425646419188177,1.3086664535099366,1.2720199177291367,1.0346072306837155,-1.0697540184139935,1.0,0.6045582667446463,0.05837122618039413,0.3537045150198759,0.6431085666755769,0.017838481557893315,0.2861460520870516
108,0.5925410155357087,1.0489489222357247,-1.0405026107998903,1.3028594708802064,1.2778808407403126,1.0440033914289817,-1.0888128765299425,0.9999404471132756,0.6046294797842239,0.05657424750194136,0.35248962330716477,0.6431517836684625,0.017794295689014555,0.2860639453541226
109,0.597182994357152,1.0443159687604144,-1.031611846404869,1.2880785463637567,1.2924650997130325,1.0485726516260274,-1.1101801607871242,1.0,0.6020506710010216,0.061185689480400735,0.35461669705900684,0.6431949452573701,0.017750166466208483,0.2859815345140092
110,0.6345860030820114,1.051729206880195,-1.0333409113861611,1.299733704582687,1.0970781449738183,1.1184470284862789,-1.121414216185221,1.0,0.6033800615355839,0.05476136497135044,0.36218241243722543,0.6432380503392989,0.01770609501720366,0.2858988193933874
111,0.639346155085974,1.0522247585154056,-1.0271959721009267,1.2866058423965396,1.1001699162870533,1.1270922618665369,-1.1416576297420273,1.0,0.6180612691952341,0.038082689027836125,0.37629321864799453,0.6432810978071405,0.0176620824739284,0.28581579982869154
112,0.6375409768913196,1.0511591011672843,-1.0222543863531217,1.2794686611728943,1.1073181018541494,1.1286622399044854,-1.1595277085453146,1.0,0.6178966961167813,0.03846380435633908,0.3769142786152317,0.643324086549719,0.01761812997247023,0.28573247566631765
